Country Name,Country Code,Series Name,2015 [YR2015]
Uruguay,URY,Surface area (sq. km),176220
Uzbekistan,UZB,CO2 emissions (kg per PPP $ of GDP),..
Uzbekistan,UZB,CO2 emissions (kt),..
Uzbekistan,UZB,CO2 emissions (metric tons per capita),..
Uzbekistan,UZB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Uzbekistan,UZB,GDP (current US$),66732801393
Uzbekistan,UZB,GDP growth (annual %),8
Uzbekistan,UZB,GDP per capita (current US$),2132.072442
Uzbekistan,UZB,"Population, total",31299500
Uzbekistan,UZB,Surface area (sq. km),447400
Vanuatu,VUT,CO2 emissions (kg per PPP $ of GDP),..
Vanuatu,VUT,CO2 emissions (kt),..
Vanuatu,VUT,CO2 emissions (metric tons per capita),..
Vanuatu,VUT,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Vanuatu,VUT,GDP (current US$),..
Vanuatu,VUT,GDP growth (annual %),..
Vanuatu,VUT,GDP per capita (current US$),..
Vanuatu,VUT,"Population, total",264652
Vanuatu,VUT,Surface area (sq. km),12190
Venezuela,VEN,CO2 emissions (kg per PPP $ of GDP),..
Venezuela,VEN,CO2 emissions (kt),..
Venezuela,VEN,CO2 emissions (metric tons per capita),..
Venezuela,VEN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Venezuela,VEN,GDP (current US$),..
Venezuela,VEN,GDP growth (annual %),-5.7
Venezuela,VEN,GDP per capita (current US$),..
Venezuela,VEN,"Population, total",31108083
Venezuela,VEN,Surface area (sq. km),912050
Vietnam,VNM,CO2 emissions (kg per PPP $ of GDP),..
Vietnam,VNM,CO2 emissions (kt),..
Vietnam,VNM,CO2 emissions (metric tons per capita),..
Vietnam,VNM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Vietnam,VNM,GDP (current US$),1.94E+11
Vietnam,VNM,GDP growth (annual %),6.679288789
Vietnam,VNM,GDP per capita (current US$),2111.138024
Vietnam,VNM,"Population, total",91703800
Vietnam,VNM,Surface area (sq. km),330972
Virgin Islands (U.S.),VIR,CO2 emissions (kg per PPP $ of GDP),..
Virgin Islands (U.S.),VIR,CO2 emissions (kt),..
Virgin Islands (U.S.),VIR,CO2 emissions (metric tons per capita),..
Virgin Islands (U.S.),VIR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Virgin Islands (U.S.),VIR,GDP (current US$),..
Virgin Islands (U.S.),VIR,GDP growth (annual %),..
Virgin Islands (U.S.),VIR,GDP per capita (current US$),..
Virgin Islands (U.S.),VIR,"Population, total",103574
Virgin Islands (U.S.),VIR,Surface area (sq. km),350
West Bank and Gaza,WBG,CO2 emissions (kg per PPP $ of GDP),..
West Bank and Gaza,WBG,CO2 emissions (kt),..
West Bank and Gaza,WBG,CO2 emissions (metric tons per capita),..
West Bank and Gaza,WBG,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
West Bank and Gaza,WBG,GDP (current US$),12677400000
West Bank and Gaza,WBG,GDP growth (annual %),12.39324294
West Bank and Gaza,WBG,GDP per capita (current US$),2866.800101
West Bank and Gaza,WBG,"Population, total",4422143
West Bank and Gaza,WBG,Surface area (sq. km),6020
Yemen,YEM,CO2 emissions (kg per PPP $ of GDP),..
Yemen,YEM,CO2 emissions (kt),..
Yemen,YEM,CO2 emissions (metric tons per capita),..
Yemen,YEM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Yemen,YEM,GDP (current US$),..
Yemen,YEM,GDP growth (annual %),..
Yemen,YEM,GDP per capita (current US$),..
Yemen,YEM,"Population, total",26832215
Yemen,YEM,Surface area (sq. km),527970
Zambia,ZMB,CO2 emissions (kg per PPP $ of GDP),..
Zambia,ZMB,CO2 emissions (kt),..
Zambia,ZMB,CO2 emissions (metric tons per capita),..
Zambia,ZMB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Zambia,ZMB,GDP (current US$),21201564248
Zambia,ZMB,GDP growth (annual %),3.221575675
Zambia,ZMB,GDP per capita (current US$),1307.788611
Zambia,ZMB,"Population, total",16211767
Zambia,ZMB,Surface area (sq. km),752610
Zimbabwe,ZWE,CO2 emissions (kg per PPP $ of GDP),..
Zimbabwe,ZWE,CO2 emissions (kt),..
Zimbabwe,ZWE,CO2 emissions (metric tons per capita),..
Zimbabwe,ZWE,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Zimbabwe,ZWE,GDP (current US$),13892940504
Zimbabwe,ZWE,GDP growth (annual %),1.073431709
Zimbabwe,ZWE,GDP per capita (current US$),890.4160878
Zimbabwe,ZWE,"Population, total",15602751
Zimbabwe,ZWE,Surface area (sq. km),390760
