Country Name,Country Code,Series Name,2015 [YR2015]
Kyrgyzstan,KGZ,GDP per capita (current US$),1103.215352
Kyrgyzstan,KGZ,"Population, total",5957000
Kyrgyzstan,KGZ,Surface area (sq. km),199949
Laos,LAO,CO2 emissions (kg per PPP $ of GDP),..
Laos,LAO,CO2 emissions (kt),..
Laos,LAO,CO2 emissions (metric tons per capita),..
Laos,LAO,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Laos,LAO,CO2 emissions from gaseous fuel consumption (% of total),..
Laos,LAO,GDP (current US$),12327488341
Laos,LAO,GDP growth (annual %),6.99522552
Laos,LAO,GDP per capita (current US$),1812.326765
Laos,LAO,"Population, total",6802023
Laos,LAO,Surface area (sq. km),236800
Latvia,LVA,CO2 emissions (kg per PPP $ of GDP),..
Latvia,LVA,CO2 emissions (kt),..
Latvia,LVA,CO2 emissions (metric tons per capita),..
Latvia,LVA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Latvia,LVA,CO2 emissions from gaseous fuel consumption (% of total),..
Latvia,LVA,GDP (current US$),27035266718
Latvia,LVA,GDP growth (annual %),1.886912296
Latvia,LVA,GDP per capita (current US$),13664.94143
Latvia,LVA,"Population, total",1978440
Latvia,LVA,Surface area (sq. km),64490
Lebanon,LBN,CO2 emissions (kg per PPP $ of GDP),..
Lebanon,LBN,CO2 emissions (kt),..
Lebanon,LBN,CO2 emissions (metric tons per capita),..
Lebanon,LBN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Lebanon,LBN,CO2 emissions from gaseous fuel consumption (% of total),..
Lebanon,LBN,GDP (current US$),47102873632
Lebanon,LBN,GDP growth (annual %),1.508567042
Lebanon,LBN,GDP per capita (current US$),8050.750756
Lebanon,LBN,"Population, total",5850743
Lebanon,LBN,Surface area (sq. km),10450
Lesotho,LSO,CO2 emissions (kg per PPP $ of GDP),..
Lesotho,LSO,CO2 emissions (kt),..
Lesotho,LSO,CO2 emissions (metric tons per capita),..
Lesotho,LSO,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Lesotho,LSO,CO2 emissions from gaseous fuel consumption (% of total),..
Lesotho,LSO,GDP (current US$),..
Lesotho,LSO,GDP growth (annual %),..
Lesotho,LSO,GDP per capita (current US$),..
Lesotho,LSO,"Population, total",2135022
Lesotho,LSO,Surface area (sq. km),30360
Liberia,LBR,CO2 emissions (kg per PPP $ of GDP),..
Liberia,LBR,CO2 emissions (kt),..
Liberia,LBR,CO2 emissions (metric tons per capita),..
Liberia,LBR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Liberia,LBR,CO2 emissions from gaseous fuel consumption (% of total),..
Liberia,LBR,GDP (current US$),2053000000
Liberia,LBR,GDP growth (annual %),0.297657564
Liberia,LBR,GDP per capita (current US$),455.8739345
Liberia,LBR,"Population, total",4503438
Liberia,LBR,Surface area (sq. km),111370
Libya,LBY,CO2 emissions (kg per PPP $ of GDP),..
Libya,LBY,CO2 emissions (kt),..
Libya,LBY,CO2 emissions (metric tons per capita),..
Libya,LBY,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Libya,LBY,CO2 emissions from gaseous fuel consumption (% of total),..
Libya,LBY,GDP (current US$),29152707345
Libya,LBY,GDP growth (annual %),-10.2
Libya,LBY,GDP per capita (current US$),4643.305762
Libya,LBY,"Population, total",6278438
Libya,LBY,Surface area (sq. km),1759540
Liechtenstein,LIE,CO2 emissions (kg per PPP $ of GDP),..
Liechtenstein,LIE,CO2 emissions (kt),..
Liechtenstein,LIE,CO2 emissions (metric tons per capita),..
Liechtenstein,LIE,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Liechtenstein,LIE,CO2 emissions from gaseous fuel consumption (% of total),..
Liechtenstein,LIE,GDP (current US$),..
Liechtenstein,LIE,GDP growth (annual %),..
Liechtenstein,LIE,GDP per capita (current US$),..
Liechtenstein,LIE,"Population, total",37531
Liechtenstein,LIE,Surface area (sq. km),160
Lithuania,LTU,CO2 emissions (kg per PPP $ of GDP),..
Lithuania,LTU,CO2 emissions (kt),..
Lithuania,LTU,CO2 emissions (metric tons per capita),..
Lithuania,LTU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Lithuania,LTU,CO2 emissions from gaseous fuel consumption (% of total),..
Lithuania,LTU,GDP (current US$),41243983587
Lithuania,LTU,GDP growth (annual %),1.593774606
Lithuania,LTU,GDP per capita (current US$),14172.22107
Lithuania,LTU,"Population, total",2910199
Lithuania,LTU,Surface area (sq. km),65300
Luxembourg,LUX,CO2 emissions (kg per PPP $ of GDP),..
Luxembourg,LUX,CO2 emissions (kt),..
Luxembourg,LUX,CO2 emissions (metric tons per capita),..
Luxembourg,LUX,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Luxembourg,LUX,CO2 emissions from gaseous fuel consumption (% of total),..
Luxembourg,LUX,GDP (current US$),57793612066
Luxembourg,LUX,GDP growth (annual %),4.849233222
Luxembourg,LUX,GDP per capita (current US$),101449.9682
Luxembourg,LUX,"Population, total",569676
Luxembourg,LUX,Surface area (sq. km),2590
"Macao SAR, China",MAC,CO2 emissions (kg per PPP $ of GDP),..
"Macao SAR, China",MAC,CO2 emissions (kt),..
"Macao SAR, China",MAC,CO2 emissions (metric tons per capita),..
"Macao SAR, China",MAC,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
"Macao SAR, China",MAC,CO2 emissions from gaseous fuel consumption (% of total),..
"Macao SAR, China",MAC,GDP (current US$),46177532874
"Macao SAR, China",MAC,GDP growth (annual %),-20.34873256
"Macao SAR, China",MAC,GDP per capita (current US$),78585.87706
"Macao SAR, China",MAC,"Population, total",587606
"Macao SAR, China",MAC,Surface area (sq. km),30.3
Macedonia,MKD,CO2 emissions (kg per PPP $ of GDP),..
Macedonia,MKD,CO2 emissions (kt),..
Macedonia,MKD,CO2 emissions (metric tons per capita),..
Macedonia,MKD,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Macedonia,MKD,CO2 emissions from gaseous fuel consumption (% of total),..
Macedonia,MKD,GDP (current US$),10086021261
Macedonia,MKD,GDP growth (annual %),3.665280374
Macedonia,MKD,GDP per capita (current US$),4852.657847
Macedonia,MKD,"Population, total",2078453
Macedonia,MKD,Surface area (sq. km),25710
Madagascar,MDG,CO2 emissions (kg per PPP $ of GDP),..
Madagascar,MDG,CO2 emissions (kt),..
Madagascar,MDG,CO2 emissions (metric tons per capita),..
Madagascar,MDG,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Madagascar,MDG,CO2 emissions from gaseous fuel consumption (% of total),..
Madagascar,MDG,GDP (current US$),9980522718
Madagascar,MDG,GDP growth (annual %),3.016568886
Madagascar,MDG,GDP per capita (current US$),411.8160557
Madagascar,MDG,"Population, total",24235390
Madagascar,MDG,Surface area (sq. km),587295
Malawi,MWI,CO2 emissions (kg per PPP $ of GDP),..
Malawi,MWI,CO2 emissions (kt),..
Malawi,MWI,CO2 emissions (metric tons per capita),..
Malawi,MWI,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Malawi,MWI,CO2 emissions from gaseous fuel consumption (% of total),..
Malawi,MWI,GDP (current US$),6565382259
Malawi,MWI,GDP growth (annual %),2.950000002
Malawi,MWI,GDP per capita (current US$),381.3705362
Malawi,MWI,"Population, total",17215232
Malawi,MWI,Surface area (sq. km),118480
Malaysia,MYS,CO2 emissions (kg per PPP $ of GDP),..
Malaysia,MYS,CO2 emissions (kt),..
Malaysia,MYS,CO2 emissions (metric tons per capita),..
Malaysia,MYS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Malaysia,MYS,CO2 emissions from gaseous fuel consumption (% of total),..
Malaysia,MYS,GDP (current US$),2.96E+11
Malaysia,MYS,GDP growth (annual %),4.952370606
Malaysia,MYS,GDP per capita (current US$),9766.165752
Malaysia,MYS,"Population, total",30331007
Malaysia,MYS,Surface area (sq. km),330800
Maldives,MDV,CO2 emissions (kg per PPP $ of GDP),..
Maldives,MDV,CO2 emissions (kt),..
Maldives,MDV,CO2 emissions (metric tons per capita),..
Maldives,MDV,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Maldives,MDV,CO2 emissions from gaseous fuel consumption (% of total),..
Maldives,MDV,GDP (current US$),3142812004
Maldives,MDV,GDP growth (annual %),1.513884196
Maldives,MDV,GDP per capita (current US$),7681.075767
Maldives,MDV,"Population, total",409163
Maldives,MDV,Surface area (sq. km),300
Mali,MLI,CO2 emissions (kg per PPP $ of GDP),..
Mali,MLI,CO2 emissions (kt),..
Mali,MLI,CO2 emissions (metric tons per capita),..
Mali,MLI,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Mali,MLI,CO2 emissions from gaseous fuel consumption (% of total),..
Mali,MLI,GDP (current US$),13100263697
Mali,MLI,GDP growth (annual %),7.61105767
Mali,MLI,GDP per capita (current US$),744.3461061
Mali,MLI,"Population, total",17599694
Mali,MLI,Surface area (sq. km),1240190
Malta,MLT,CO2 emissions (kg per PPP $ of GDP),..
Malta,MLT,CO2 emissions (kt),..
Malta,MLT,CO2 emissions (metric tons per capita),..
Malta,MLT,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Malta,MLT,CO2 emissions from gaseous fuel consumption (% of total),..
Malta,MLT,GDP (current US$),..
Malta,MLT,GDP growth (annual %),..
Malta,MLT,GDP per capita (current US$),..
Malta,MLT,"Population, total",431333
Malta,MLT,Surface area (sq. km),320
Marshall Islands,MHL,CO2 emissions (kg per PPP $ of GDP),..
Marshall Islands,MHL,CO2 emissions (kt),..
Marshall Islands,MHL,CO2 emissions (metric tons per capita),..
Marshall Islands,MHL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Marshall Islands,MHL,CO2 emissions from gaseous fuel consumption (% of total),..
Marshall Islands,MHL,GDP (current US$),..
Marshall Islands,MHL,GDP growth (annual %),..
Marshall Islands,MHL,GDP per capita (current US$),..
Marshall Islands,MHL,"Population, total",52993
Marshall Islands,MHL,Surface area (sq. km),180
Mauritania,MRT,CO2 emissions (kg per PPP $ of GDP),..
Mauritania,MRT,CO2 emissions (kt),..
Mauritania,MRT,CO2 emissions (metric tons per capita),..
Mauritania,MRT,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Mauritania,MRT,CO2 emissions from gaseous fuel consumption (% of total),..
Mauritania,MRT,GDP (current US$),..
Mauritania,MRT,GDP growth (annual %),..
Mauritania,MRT,GDP per capita (current US$),..
Mauritania,MRT,"Population, total",4067564
Mauritania,MRT,Surface area (sq. km),1030700
Mauritius,MUS,CO2 emissions (kg per PPP $ of GDP),..
Mauritius,MUS,CO2 emissions (kt),..
Mauritius,MUS,CO2 emissions (metric tons per capita),..
Mauritius,MUS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Mauritius,MUS,CO2 emissions from gaseous fuel consumption (% of total),..
Mauritius,MUS,GDP (current US$),11510952257
Mauritius,MUS,GDP growth (annual %),3.500010227
Mauritius,MUS,GDP per capita (current US$),9116.827715
Mauritius,MUS,"Population, total",1262605
Mauritius,MUS,Surface area (sq. km),2040
Mexico,MEX,CO2 emissions (kg per PPP $ of GDP),..
Mexico,MEX,CO2 emissions (kt),..
Mexico,MEX,CO2 emissions (metric tons per capita),..
Mexico,MEX,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Mexico,MEX,CO2 emissions from gaseous fuel consumption (% of total),..
Mexico,MEX,GDP (current US$),1.14E+12
Mexico,MEX,GDP growth (annual %),2.546869971
Mexico,MEX,GDP per capita (current US$),9009.261163
Mexico,MEX,"Population, total",127017224
Mexico,MEX,Surface area (sq. km),1964380
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kg per PPP $ of GDP),..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),..
"Micronesia, Fed. Sts.",FSM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
"Micronesia, Fed. Sts.",FSM,CO2 emissions from gaseous fuel consumption (% of total),..
"Micronesia, Fed. Sts.",FSM,GDP (current US$),..
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),..
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),..
"Micronesia, Fed. Sts.",FSM,"Population, total",104460
"Micronesia, Fed. Sts.",FSM,Surface area (sq. km),700
Moldova,MDA,CO2 emissions (kg per PPP $ of GDP),..
Moldova,MDA,CO2 emissions (kt),..
Moldova,MDA,CO2 emissions (metric tons per capita),..
Moldova,MDA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Moldova,MDA,CO2 emissions from gaseous fuel consumption (% of total),..
Moldova,MDA,GDP (current US$),6551161404
Moldova,MDA,GDP growth (annual %),-0.5
Moldova,MDA,GDP per capita (current US$),1843.242802
Moldova,MDA,"Population, total",3554150
Moldova,MDA,Surface area (sq. km),33850
Monaco,MCO,CO2 emissions (kg per PPP $ of GDP),..
Monaco,MCO,CO2 emissions (kt),..
Monaco,MCO,CO2 emissions (metric tons per capita),..
Monaco,MCO,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Monaco,MCO,CO2 emissions from gaseous fuel consumption (% of total),..
Monaco,MCO,GDP (current US$),..
Monaco,MCO,GDP growth (annual %),..
Monaco,MCO,GDP per capita (current US$),..
Monaco,MCO,"Population, total",37731
Monaco,MCO,Surface area (sq. km),2
Mongolia,MNG,CO2 emissions (kg per PPP $ of GDP),..
Mongolia,MNG,CO2 emissions (kt),..
Mongolia,MNG,CO2 emissions (metric tons per capita),..
Mongolia,MNG,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Mongolia,MNG,CO2 emissions from gaseous fuel consumption (% of total),..
Mongolia,MNG,GDP (current US$),11757940909
Mongolia,MNG,GDP growth (annual %),2.29544361
Mongolia,MNG,GDP per capita (current US$),3973.439834
Mongolia,MNG,"Population, total",2959134
Mongolia,MNG,Surface area (sq. km),1564120
Montenegro,MNE,CO2 emissions (kg per PPP $ of GDP),..
Montenegro,MNE,CO2 emissions (kt),..
Montenegro,MNE,CO2 emissions (metric tons per capita),..
Montenegro,MNE,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Montenegro,MNE,CO2 emissions from gaseous fuel consumption (% of total),..
Montenegro,MNE,GDP (current US$),3992640233
Montenegro,MNE,GDP growth (annual %),3.374693813
Montenegro,MNE,GDP per capita (current US$),6415.034084
Montenegro,MNE,"Population, total",622388
Montenegro,MNE,Surface area (sq. km),13810
Morocco,MAR,CO2 emissions (kg per PPP $ of GDP),..
Morocco,MAR,CO2 emissions (kt),..
Morocco,MAR,CO2 emissions (metric tons per capita),..
Morocco,MAR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Morocco,MAR,CO2 emissions from gaseous fuel consumption (% of total),..
Morocco,MAR,GDP (current US$),1.00E+11
Morocco,MAR,GDP growth (annual %),4.4
Morocco,MAR,GDP per capita (current US$),2871.513588
Morocco,MAR,"Population, total",34377511
Morocco,MAR,Surface area (sq. km),446550
Mozambique,MOZ,CO2 emissions (kg per PPP $ of GDP),..
Mozambique,MOZ,CO2 emissions (kt),..
Mozambique,MOZ,CO2 emissions (metric tons per capita),..
Mozambique,MOZ,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Mozambique,MOZ,CO2 emissions from gaseous fuel consumption (% of total),..
Mozambique,MOZ,GDP (current US$),14688606238
Mozambique,MOZ,GDP growth (annual %),6.266542057
Mozambique,MOZ,GDP per capita (current US$),525.0081551
Mozambique,MOZ,"Population, total",27977863
Mozambique,MOZ,Surface area (sq. km),799380
Myanmar,MMR,CO2 emissions (kg per PPP $ of GDP),..
Myanmar,MMR,CO2 emissions (kt),..
Myanmar,MMR,CO2 emissions (metric tons per capita),..
Myanmar,MMR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Myanmar,MMR,CO2 emissions from gaseous fuel consumption (% of total),..
Myanmar,MMR,GDP (current US$),64865515159
Myanmar,MMR,GDP growth (annual %),6.991270978
Myanmar,MMR,GDP per capita (current US$),1203.505387
Myanmar,MMR,"Population, total",53897154
Myanmar,MMR,Surface area (sq. km),676590
Namibia,NAM,CO2 emissions (kg per PPP $ of GDP),..
Namibia,NAM,CO2 emissions (kt),..
Namibia,NAM,CO2 emissions (metric tons per capita),..
Namibia,NAM,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Namibia,NAM,CO2 emissions from gaseous fuel consumption (% of total),..
Namibia,NAM,GDP (current US$),11546088223
Namibia,NAM,GDP growth (annual %),5.663774181
Namibia,NAM,GDP per capita (current US$),4695.76515
Namibia,NAM,"Population, total",2458830
Namibia,NAM,Surface area (sq. km),824290
Nauru,NRU,CO2 emissions (kg per PPP $ of GDP),..
Nauru,NRU,CO2 emissions (kt),..
Nauru,NRU,CO2 emissions (metric tons per capita),..
Nauru,NRU,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Nauru,NRU,CO2 emissions from gaseous fuel consumption (% of total),..
Nauru,NRU,GDP (current US$),..
Nauru,NRU,GDP growth (annual %),..
Nauru,NRU,GDP per capita (current US$),..
Nauru,NRU,"Population, total",10222
Nauru,NRU,Surface area (sq. km),20
Nepal,NPL,CO2 emissions (kg per PPP $ of GDP),..
Nepal,NPL,CO2 emissions (kt),..
Nepal,NPL,CO2 emissions (metric tons per capita),..
Nepal,NPL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Nepal,NPL,CO2 emissions from gaseous fuel consumption (% of total),..
Nepal,NPL,GDP (current US$),20880545907
Nepal,NPL,GDP growth (annual %),3.362953183
Nepal,NPL,GDP per capita (current US$),732.2987163
Nepal,NPL,"Population, total",28513700
Nepal,NPL,Surface area (sq. km),147180
Netherlands,NLD,CO2 emissions (kg per PPP $ of GDP),..
Netherlands,NLD,CO2 emissions (kt),..
Netherlands,NLD,CO2 emissions (metric tons per capita),..
Netherlands,NLD,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Netherlands,NLD,CO2 emissions from gaseous fuel consumption (% of total),..
Netherlands,NLD,GDP (current US$),7.53E+11
Netherlands,NLD,GDP growth (annual %),1.990584966
Netherlands,NLD,GDP per capita (current US$),44433.41433
Netherlands,NLD,"Population, total",16936520
Netherlands,NLD,Surface area (sq. km),41500
New Caledonia,NCL,CO2 emissions (kg per PPP $ of GDP),..
New Caledonia,NCL,CO2 emissions (kt),..
New Caledonia,NCL,CO2 emissions (metric tons per capita),..
New Caledonia,NCL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
New Caledonia,NCL,CO2 emissions from gaseous fuel consumption (% of total),..
New Caledonia,NCL,GDP (current US$),..
New Caledonia,NCL,GDP growth (annual %),..
New Caledonia,NCL,GDP per capita (current US$),..
New Caledonia,NCL,"Population, total",273000
New Caledonia,NCL,Surface area (sq. km),18580
New Zealand,NZL,CO2 emissions (kg per PPP $ of GDP),..
New Zealand,NZL,CO2 emissions (kt),..
New Zealand,NZL,CO2 emissions (metric tons per capita),..
New Zealand,NZL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
New Zealand,NZL,CO2 emissions from gaseous fuel consumption (% of total),..
New Zealand,NZL,GDP (current US$),1.74E+11
New Zealand,NZL,GDP growth (annual %),3.39302765
New Zealand,NZL,GDP per capita (current US$),37807.96728
New Zealand,NZL,"Population, total",4595700
New Zealand,NZL,Surface area (sq. km),267710
Nicaragua,NIC,CO2 emissions (kg per PPP $ of GDP),..
Nicaragua,NIC,CO2 emissions (kt),..
Nicaragua,NIC,CO2 emissions (metric tons per capita),..
Nicaragua,NIC,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Nicaragua,NIC,CO2 emissions from gaseous fuel consumption (% of total),..
Nicaragua,NIC,GDP (current US$),12692562187
Nicaragua,NIC,GDP growth (annual %),4.928954392
Nicaragua,NIC,GDP per capita (current US$),2086.895003
Nicaragua,NIC,"Population, total",6082032
Nicaragua,NIC,Surface area (sq. km),130370
Niger,NER,CO2 emissions (kg per PPP $ of GDP),..
Niger,NER,CO2 emissions (kt),..
Niger,NER,CO2 emissions (metric tons per capita),..
Niger,NER,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Niger,NER,CO2 emissions from gaseous fuel consumption (% of total),..
Niger,NER,GDP (current US$),7142951342
Niger,NER,GDP growth (annual %),3.605301605
Niger,NER,GDP per capita (current US$),358.958152
Niger,NER,"Population, total",19899120
Niger,NER,Surface area (sq. km),1267000
Nigeria,NGA,CO2 emissions (kg per PPP $ of GDP),..
Nigeria,NGA,CO2 emissions (kt),..
Nigeria,NGA,CO2 emissions (metric tons per capita),..
Nigeria,NGA,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Nigeria,NGA,CO2 emissions from gaseous fuel consumption (% of total),..
Nigeria,NGA,GDP (current US$),4.81E+11
Nigeria,NGA,GDP growth (annual %),2.652693623
Nigeria,NGA,GDP per capita (current US$),2640.290739
Nigeria,NGA,"Population, total",182201962
Nigeria,NGA,Surface area (sq. km),923770
North Korea,PRK,CO2 emissions (kg per PPP $ of GDP),..
North Korea,PRK,CO2 emissions (kt),..
North Korea,PRK,CO2 emissions (metric tons per capita),..
North Korea,PRK,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
North Korea,PRK,CO2 emissions from gaseous fuel consumption (% of total),..
North Korea,PRK,GDP (current US$),..
North Korea,PRK,GDP growth (annual %),..
North Korea,PRK,GDP per capita (current US$),..
North Korea,PRK,"Population, total",25155317
North Korea,PRK,Surface area (sq. km),120540
Northern Mariana Islands,MNP,CO2 emissions (kg per PPP $ of GDP),..
Northern Mariana Islands,MNP,CO2 emissions (kt),..
Northern Mariana Islands,MNP,CO2 emissions (metric tons per capita),..
Northern Mariana Islands,MNP,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Northern Mariana Islands,MNP,CO2 emissions from gaseous fuel consumption (% of total),..
Northern Mariana Islands,MNP,GDP (current US$),..
Northern Mariana Islands,MNP,GDP growth (annual %),..
Northern Mariana Islands,MNP,GDP per capita (current US$),..
Northern Mariana Islands,MNP,"Population, total",55070
Northern Mariana Islands,MNP,Surface area (sq. km),460
Norway,NOR,CO2 emissions (kg per PPP $ of GDP),..
Norway,NOR,CO2 emissions (kt),..
Norway,NOR,CO2 emissions (metric tons per capita),..
Norway,NOR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Norway,NOR,CO2 emissions from gaseous fuel consumption (% of total),..
Norway,NOR,GDP (current US$),3.88E+11
Norway,NOR,GDP growth (annual %),1.598068601
Norway,NOR,GDP per capita (current US$),74734.56409
Norway,NOR,"Population, total",5195921
Norway,NOR,Surface area (sq. km),385178
Oman,OMN,CO2 emissions (kg per PPP $ of GDP),..
Oman,OMN,CO2 emissions (kt),..
Oman,OMN,CO2 emissions (metric tons per capita),..
Oman,OMN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Oman,OMN,CO2 emissions from gaseous fuel consumption (% of total),..
Oman,OMN,GDP (current US$),70254876463
Oman,OMN,GDP growth (annual %),3.5
Oman,OMN,GDP per capita (current US$),15645.08073
Oman,OMN,"Population, total",4490541
Oman,OMN,Surface area (sq. km),309500
Pakistan,PAK,CO2 emissions (kg per PPP $ of GDP),..
Pakistan,PAK,CO2 emissions (kt),..
Pakistan,PAK,CO2 emissions (metric tons per capita),..
Pakistan,PAK,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Pakistan,PAK,CO2 emissions from gaseous fuel consumption (% of total),..
Pakistan,PAK,GDP (current US$),2.70E+11
Pakistan,PAK,GDP growth (annual %),5.538100562
Pakistan,PAK,GDP per capita (current US$),1428.988637
Pakistan,PAK,"Population, total",188924874
Pakistan,PAK,Surface area (sq. km),796100
Palau,PLW,CO2 emissions (kg per PPP $ of GDP),..
Palau,PLW,CO2 emissions (kt),..
Palau,PLW,CO2 emissions (metric tons per capita),..
Palau,PLW,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Palau,PLW,CO2 emissions from gaseous fuel consumption (% of total),..
Palau,PLW,GDP (current US$),287400000
Palau,PLW,GDP growth (annual %),9.363091998
Palau,PLW,GDP per capita (current US$),13498.66141
Palau,PLW,"Population, total",21291
Palau,PLW,Surface area (sq. km),460
Panama,PAN,CO2 emissions (kg per PPP $ of GDP),..
Panama,PAN,CO2 emissions (kt),..
Panama,PAN,CO2 emissions (metric tons per capita),..
Panama,PAN,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Panama,PAN,CO2 emissions from gaseous fuel consumption (% of total),..
Panama,PAN,GDP (current US$),52132289700
Panama,PAN,GDP growth (annual %),5.777393473
Panama,PAN,GDP per capita (current US$),13268.11374
Panama,PAN,"Population, total",3929141
Panama,PAN,Surface area (sq. km),75420
Papua New Guinea,PNG,CO2 emissions (kg per PPP $ of GDP),..
Papua New Guinea,PNG,CO2 emissions (kt),..
Papua New Guinea,PNG,CO2 emissions (metric tons per capita),..
Papua New Guinea,PNG,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Papua New Guinea,PNG,CO2 emissions from gaseous fuel consumption (% of total),..
Papua New Guinea,PNG,GDP (current US$),..
Papua New Guinea,PNG,GDP growth (annual %),..
Papua New Guinea,PNG,GDP per capita (current US$),..
Papua New Guinea,PNG,"Population, total",7619321
Papua New Guinea,PNG,Surface area (sq. km),462840
Paraguay,PRY,CO2 emissions (kg per PPP $ of GDP),..
Paraguay,PRY,CO2 emissions (kt),..
Paraguay,PRY,CO2 emissions (metric tons per capita),..
Paraguay,PRY,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Paraguay,PRY,CO2 emissions from gaseous fuel consumption (% of total),..
Paraguay,PRY,GDP (current US$),27622778722
Paraguay,PRY,GDP growth (annual %),3.014746509
Paraguay,PRY,GDP per capita (current US$),4160.606562
Paraguay,PRY,"Population, total",6639123
Paraguay,PRY,Surface area (sq. km),406752
Peru,PER,CO2 emissions (kg per PPP $ of GDP),..
Peru,PER,CO2 emissions (kt),..
Peru,PER,CO2 emissions (metric tons per capita),..
Peru,PER,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Peru,PER,CO2 emissions from gaseous fuel consumption (% of total),..
Peru,PER,GDP (current US$),1.92E+11
Peru,PER,GDP growth (annual %),3.25689986
Peru,PER,GDP per capita (current US$),6121.864473
Peru,PER,"Population, total",31376670
Peru,PER,Surface area (sq. km),1285220
Philippines,PHL,CO2 emissions (kg per PPP $ of GDP),..
Philippines,PHL,CO2 emissions (kt),..
Philippines,PHL,CO2 emissions (metric tons per capita),..
Philippines,PHL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Philippines,PHL,CO2 emissions from gaseous fuel consumption (% of total),..
Philippines,PHL,GDP (current US$),2.92E+11
Philippines,PHL,GDP growth (annual %),5.805728663
Philippines,PHL,GDP per capita (current US$),2899.375278
Philippines,PHL,"Population, total",100699395
Philippines,PHL,Surface area (sq. km),300000
Poland,POL,CO2 emissions (kg per PPP $ of GDP),..
Poland,POL,CO2 emissions (kt),..
Poland,POL,CO2 emissions (metric tons per capita),..
Poland,POL,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",..
Poland,POL,CO2 emissions from gaseous fuel consumption (% of total),..
Poland,POL,GDP (current US$),4.75E+11
Poland,POL,GDP growth (annual %),3.649719131
Poland,POL,GDP per capita (current US$),12494.46619
Poland,POL,"Population, total",37999494
Poland,POL,Surface area (sq. km),312680
Portugal,PRT,CO2 emissions (kg per PPP $ of GDP),..
Portugal,PRT,CO2 emissions (kt),..
Portugal,PRT,CO2 emissions (metric tons per capita),..
